22/09/30 21:23:37 INFO TaskSetManager: Finished task 1.0 in stage 15.0 (TID 1501) in 209 ms on core-1-2.c-e526d8936930bcf1.cn-hangzhou.emr.aliyuncs.com (executor 1) (1/100)
22/09/30 21:23:37 INFO TaskSetManager: Finished task 3.0 in stage 15.0 (TID 1503) in 219 ms on core-1-1.c-e526d8936930bcf1.cn-hangzhou.emr.aliyuncs.com (executor 22) (2/100)
22/09/30 21:23:37 INFO TaskSetManager: Finished task 2.0 in stage 15.0 (TID 1502) in 232 ms on core-1-2.c-e526d8936930bcf1.cn-hangzhou.emr.aliyuncs.com (executor 3) (3/100)
22/09/30 21:23:37 INFO TaskSetManager: Finished task 30.0 in stage 15.0 (TID 1530) in 41 ms on core-1-2.c-e526d8936930bcf1.cn-hangzhou.emr.aliyuncs.com (executor 1) (4/100)
22/09/30 21:23:37 INFO TaskSetManager: Finished task 12.0 in stage 15.0 (TID 1512) in 244 ms on core-1-1.c-e526d8936930bcf1.cn-hangzhou.emr.aliyuncs.com (executor 30) (5/100)
22/09/30 21:23:37 INFO TaskSetManager: Finished task 19.0 in stage 15.0 (TID 1519) in 242 ms on core-1-2.c-e526d8936930bcf1.cn-hangzhou.emr.aliyuncs.com (executor 25) (6/100)
22/09/30 21:23:37 INFO TaskSetManager: Finished task 20.0 in stage 15.0 (TID 1520) in 243 ms on core-1-2.c-e526d8936930bcf1.cn-hangzhou.emr.aliyuncs.com (executor 27) (7/100)
22/09/30 21:23:37 INFO TaskSetManager: Finished task 28.0 in stage 15.0 (TID 1528) in 240 ms on core-1-2.c-e526d8936930bcf1.cn-hangzhou.emr.aliyuncs.com (executor 13) (8/100)
22/09/30 21:23:37 INFO TaskSetManager: Finished task 7.0 in stage 15.0 (TID 1507) in 256 ms on core-1-1.c-e526d8936930bcf1.cn-hangzhou.emr.aliyuncs.com (executor 16) (9/100)
22/09/30 21:23:37 INFO TaskSetManager: Finished task 4.0 in stage 15.0 (TID 1504) in 259 ms on core-1-1.c-e526d8936930bcf1.cn-hangzhou.emr.aliyuncs.com (executor 6) (10/100)
22/09/30 21:23:37 INFO TaskSetManager: Finished task 32.0 in stage 15.0 (TID 1532) in 30 ms on core-1-2.c-e526d8936930bcf1.cn-hangzhou.emr.aliyuncs.com (executor 3) (11/100)
22/09/30 21:23:37 INFO TaskSetManager: Finished task 9.0 in stage 15.0 (TID 1509) in 260 ms on core-1-1.c-e526d8936930bcf1.cn-hangzhou.emr.aliyuncs.com (executor 12) (12/100)
22/09/30 21:23:37 INFO TaskSetManager: Finished task 31.0 in stage 15.0 (TID 1531) in 46 ms on core-1-1.c-e526d8936930bcf1.cn-hangzhou.emr.aliyuncs.com (executor 22) (13/100)
22/09/30 21:23:37 INFO TaskSetManager: Finished task 29.0 in stage 15.0 (TID 1529) in 256 ms on core-1-1.c-e526d8936930bcf1.cn-hangzhou.emr.aliyuncs.com (executor 14) (14/100)
